#,Name,Age,Level,Team,Pos,Avg Rank,Coverage,BaGS,FScore,PG+,PLFR,OOPSY Peak,PARS,P.Tilt
"1380","Jeter Martinez","20","A","PIT","","1033.7","7","654","1273","498","703","2195","451","1462"
"1381","Lane Ramsey","29","MLB","MIA","","","1","","","","","1036","",""
"1382","Gabriel Yanez","26","AAA","MIN","","","2","","393","","","1681","",""
"1383","JB Middleton","22","A","COL","","1037.8","5","980","","802","1113","1329","965",""
"1384","Adam Leverett","27","AAA","TBR","","1038.8","5","1001","1442","383","","1561","","807"
"1385","Dariel Fregio","26","AA","DET","","1039.3","4","","968","","1003","1377","","809"
"1386","Miqueas Mercedes","19","A","MIL","","1039.4","7","170","1994","817","616","2141","367","1171"
"1387","Zack Lee","25","AAA","DET","","1039.7","5","","1248","","646","2128","834","343"
"1388","Hunter Dobbins","23","A+","DET","","","2","","","","","883","","1197"
"1389","Titan Kennedy-Hayes","24","A+","PHI","","1040.9","4","","713","","1138","1232","","1081"
"1390","K.C. Hunt","25","AAA","TBR","","1040.9","6","859","730","877","1356","653","","1771"
"1391","Austin Krob","26","AAA","SDP","","","2","","1027","","","1055","",""
"1392","Ben Bybee","22","A","SFG","","1041.3","6","601","","711","833","2642","655","806"
"1393","Dawson Brown","25","AA","ARI","","1041.9","4","","1565","","672","1035","","896"
"1394","Grant Rogers","25","AAA","TOR","","1041.9","7","994","1525","565","782","1102","636","1690"
"1395","Nelfy Ynfante","21","AA","STL","","1042.9","5","789","868","","553","2505","","500"
"1396","Jaiker Garcia","21","A","PIT","","1043.5","6","815","","773","519","2546","465","1143"
"1397","Moises Rodriguez","24","AA","DET","","1043.6","4","","127","","1105","1508","","1435"
"1398","Brandon Barriera","22","A","TOR","","1044.3","4","812","","","1194","1490","681",""
"1399","Aiden Jimenez","22","A+","KCR","","1044.5","6","787","","573","947","1955","573","1432"
"1400","Jason Reitz","21","A","MIN","","1044.8","4","685","","","735","2044","715",""
"1401","Trace Phillips","21","A","TBR","","","1","","","","","1046","",""
"1402","Sam Highfill","25","A+","PHI","","1046.4","7","775","1595","318","794","2557","564","722"
"1403","Carter Baumler","24","MLB","TEX","","","1","","","","","1047","",""
"1404","Connor Staine","25","AA","COL","","1047.1","7","658","1693","144","508","2379","931","1017"
"1405","Erick Leal","31","AAA","NYY","","","2","","1778","","","317","",""
"1406","Gerald Ogando","25","AAA","BAL","","1047.3","4","","678","","1330","651","","1530"
"1407","Luis Escudero","20","A","NYY","","","1","","","","","1048","",""
"1408","Alex Wallace","22","A","TBR","","1049.7","6","744","","435","701","2760","600","1058"
"1409","CJ Van Eyk","27","AAA","TOR","","1050.4","5","895","1442","452","","1374","","1089"
"1410","Aidan Major","23","A","CLE","","1050.7","6","890","","697","925","1869","818","1105"
"1411","Dalton Rogers","25","AA","BOS","","1051.3","7","882","897","622","1270","919","966","1803"
"1412","Javier Chacon","23","A+","SDP","","1051.6","5","438","224","","1010","2531","","1055"
"1413","Raul Brito","29","AAA","MIN","","1056.0","3","","1138","","","694","","1336"
"1414","Jean Cabrera","24","AAA","PHI","","1057.1","7","989","1302","816","1012","783","736","1762"
"1415","Kyle Ayers","23","A+","ARI","","1057.6","7","892","1871","488","453","1915","534","1251"
"1416","Leandro Rodriguez","20","CPX","SFG","","","2","","","","","1906","","211"
"1417","Griffin Kilander","23","A+","BOS","","1058.7","5","313","1084","","584","2339","","974"
"1418","Joseph Montalvo","24","AA","DET","","","2","","846","","","1273","",""
"1419","Kyle Jones","26","AA","MIN","","","1","","","","","1060","",""
"1420","Adrian Rodriguez","25","A+","TEX","","","2","","372","","","1750","",""
"1421","Logan Whitaker","26","AA","MIA","","1061.7","3","","1131","","898","1156","",""
"1422","Billy Corcoran","26","AAA","ARI","","1061.8","6","413","1908","797","910","1109","","1234"
"1423","Dylan Cumming","27","AA","CHW","","1061.9","5","959","1405","544","","1251","","1151"
"1424","Jesus Carrera","21","A","HOU","","1061.9","7","854","1436","548","772","2010","693","1121"
"1425","Carson Montgomery","23","A+","SDP","","1062.0","6","974","","195","949","1992","889","1373"
"1426","Juan Sanchez","25","AAA","SFG","","","1","","","","","1062","",""
"1427","Jack White","26","A+","SEA","","","2","","719","","","1406","",""
"1428","Brennan Stuprich","24","A","NYY","","1064.8","6","931","","514","644","2606","808","886"
"1429","Yirer Garcia","20","A","TBR","","","1","","","","","1065","",""
"1430","Abdiel Mendoza","27","AAA","SEA","","1065.2","5","1066","524","668","","1610","","1458"
"1431","Joey Oakie","20","A","CLE","","1065.5","7","675","1762","775","764","1605","473","1405"
"1432","Julien Hernandez","24","A","ARI","","","1","","","","","1067","",""
"1433","Jackson Kirkpatrick","23","AA","CHC","","1067.5","4","","841","","1360","811","","1258"
"1434","Cesar Aquino","21","AA","PIT","","1067.8","4","738","","","404","2633","","496"
"1435","Blake Brown","27","AA","WSN","","","1","","","","","1068","",""
"1436","Roque Gutierrez","23","AA","LAD","","1069.3","7","843","1478","612","890","1682","920","1060"
"1437","Robby Porco","22","A+","LAD","","1069.3","3","","","","917","1286","","1005"
"1438","Sammy Peralta","28","MLB","CHW","","1070.2","3","","852","","","948","","1411"
"1439","Ryan Weiss","29","MLB","HOU","","1071.3","4","1079","","875","","525","","1806"
"1440","Hoss Brewer","25","A+","NYM","","1071.5","4","","446","","1181","1680","","979"
"1441","Nico Tellache","28","AAA","SEA","","1073.4","5","1073","1667","361","","1108","","1158"
"1442","Ryan DeSanto","22","A","CLE","","1073.4","5","818","","386","1041","2373","","749"
"1443","Tyler Pettorini","23","A","PHI","","","1","","","","","1074","",""
"1444","Gabriel Chinchilla","19","CPX","STL","","","2","","","","","1514","","635"
"1445","Michael Mercado","27","MLB","PHI","","1074.5","3","","925","","","1367","","932"
"1446","Reese Lumpkin","24","A","SEA","","1075.3","3","","","","1058","1688","","480"
"1447","Bryant Olson","23","A","WSN","","","1","","","","","1076","",""
"1448","Evan Gates","28","AAA","PHI","","1077.3","3","","968","","","1243","","1021"
"1449","Harrison Cohen","27","AAA","NYY","","1077.5","3","","518","","","1479","","1236"
"1450","Noble Meyer","21","A+","MIA","","1077.5","3","","1225","","","1145","863",""
"1451","Hayden Robinson","20","A","MIL","","1077.6","5","217","","","660","2462","404","1645"
"1452","Trey Supak","30","AAA","TEX","","1077.6","4","","1492","542","","554","","1723"
"1453","Owen Cobb","25","AA","NYY","","","1","","","","","1078","",""
"1454","Gabriel Rodriguez","27","AA","NYM","","","2","","","","","1651","","506"
"1455","Alberto Toribio","19","CPX","KCR","","","1","","","","","1079","",""
"1456","Michael Arias","24","AAA","NYY","","1079.8","4","","707","","929","1677","","1006"
"1457","Holden Wilkerson","23","A+","TOR","","1080.0","7","746","1896","331","639","2488","417","1043"
"1458","Yohanfer Santana","20","CPX","MIA","","","2","","","","","1218","","946"
"1459","Josiah Romeo","20","A","OAK","","1084.0","6","589","","531","713","2886","615","1170"
"1460","Jesus Garcia","20","A","STL","","1084.7","3","","","","950","1971","","333"
"1461","Collin Baumgartner","27","AAA","COL","","","2","","1099","","","1071","",""
"1462","Joey Broughton","20","A","MIL","","1085.7","6","454","","805","1205","2198","806","1046"
"1463","Zach Messinger","26","AAA","NYY","","1086.6","4","826","891","","","1167","","1463"
"1464","Mike McKenna","25","A","MIN","","1086.7","3","","","","1062","2004","","194"
"1465","Chase Watkins","26","AAA","CHW","","","2","","707","","","1473","",""
"1466","Jack Weisenburger","28","AAA","NYM","","1091.0","4","952","","771","","853","","1788"
"1467","Luke Hayden","23","A+","CIN","","1091.8","6","481","1765","","675","1894","785","951"
"1468","Ubert Mejias","25","A+","SFG","","1092.4","5","706","753","","618","3049","","336"
"1469","Bryce Shaffer","24","A","TBR","","1093.0","4","","654","","1284","1960","","474"
"1470","Frank Elissalt","24","A+","STL","","","2","","518","","","1669","",""
"1471","Bryce Montes de Oca","30","MLB","WSN","","","1","","","","","1094","",""
"1472","Sean Hermann","23","A+","SEA","","1094.0","7","673","1208","456","733","2571","772","1245"
"1473","Isaiah Campbell","28","MLB","BOS","","1094.8","3","","1225","","","613","","1447"
"1474","Shohei Tomioka","30","AAA","ATH","","1094.8","3","","1240","","","1195","","850"
"1475","Jaxon Dalena","24","A","SDP","","","1","","","","","1095","",""
"1476","Peyton Stumbo","24","AA","PIT","","1095.9","7","730","1605","351","539","2406","694","1347"
"1477","Carlos Rodriguez","24","MLB","MIL","","1097.0","7","908","1334","898","1021","782","847","1889"
"1478","Zack Morris","25","A","COL","","","1","","","","","1097","",""
"1479","Dale Stanavich","27","AAA","SFG","","","2","","689","","","1507","",""
"1480","Thomas Conrad","20","A","MIL","","1101.5","4","336","","","800","2158","","1112"
"1481","Anthony Veneziano","28","MLB","STL","","","2","","1370","","","835","",""
"1482","Connor Pavolony","26","AAA","BAL","","","1","","","","","1103","",""
"1483","Kade Strowd","28","MLB","ARI","","1103.0","3","","914","","","587","","1808"
"1484","A.J. Block","28","AA","LAA","","","2","","876","","","1331","",""
"1485","Ryan Anderson","27","AAA","NYY","","","2","","464","","","1744","",""
"1486","Grant Knipp","24","A","SEA","","","1","","","","","1104","",""
"1487","Jared Simpson","26","AA","WSN","","1104.1","4","","852","","1125","1930","","510"
"1488","Austin Marozas","27","AA","TOR","","1105.3","4","972","","789","","2147","","513"
"1489","Jason Blanchard","29","AAA","SDP","","","2","","955","","","1256","",""
"1490","Miguel Mejias","21","A","NYM","","1106.3","3","","","","817","1719","","783"
"1491","Adam Maier","24","AAA","SEA","","1106.6","7","397","1797","570","587","2844","683","868"
"1492","Hiro Wyatt","21","A","KCR","","1107.0","7","400","1834","862","927","1496","744","1486"
"1493","Ronan Kopp","23","AAA","LAD","","1107.9","4","","531","","1450","527","","1924"
"1494","Aleiman Cruz","20","CPX","DET","","","2","","","","","2092","","124"
"1495","Austin Kitchen","29","MLB","SEA","","","2","","785","","","1434","",""
"1496","Eston Stull","27","AA","MIN","","1110.0","4","","1289","584","","1541","","1026"
"1497","Spencer Bengard","24","AA","MIN","","1110.3","4","","778","","965","1201","","1497"
"1498","Dash Albus","23","A+","KCR","","1110.8","4","","601","","663","2445","","734"
"1499","Jack Hostetler","22","A","MIL","","","1","","","","","1111","",""
"1500","Gabriel Silva","22","A","KCR","","","1","","","","","1113","",""
"1501","Luis Peralta","25","MLB","COL","","1113.1","4","","543","","1245","1289","","1376"
"1502","Cody Laweryson","28","MLB","MIN","","","2","","1099","","","1128","",""
"1503","Rayner Castillo","22","A+","DET","","1113.9","7","917","1334","624","721","2007","619","1575"
"1504","Dominic Pipkin","26","AA","PIT","","","1","","","","","1115","",""
"1505","Edgar Moreta","22","A","NYM","","","2","","1021","","","1210","",""
"1506","Hueston Morrill","26","AA","NYY","","","2","","249","","","1985","",""
"1507","Trevor Kuncl","27","AAA","CIN","","1117.2","3","","661","","","1032","","1659"
"1508","Blair Calvo","30","MLB","DET","","","1","","","","","1118","",""
"1509","Shane Van Dam","22","A","KCR","","1119.3","6","652","","665","666","2996","514","1223"
"1510","Starlin Savinon","21","CPX","TBR","","","2","","","","","1908","","331"
"1511","Cristofer Melendez","28","AAA","PIT","","","1","","","","","1120","",""
"1512","Dalvinson Reyes","19","A","BOS","","1120.0","4","366","","","799","2861","454",""
"1513","Cory Lewis","25","AAA","MIN","","1120.1","7","460","1834","511","873","2637","648","878"
"1514","Sam Armstrong","25","AA","MIN","","1120.1","7","810","1218","285","1096","1872","966","1594"
"1515","J'Briell Easley","24","A+","TEX","","1120.5","6","717","1153","304","1177","2139","","1233"
"1516","Jordi Infante","21","CPX","TBR","","","1","","","","","1125","",""
"1517","Ryan Jensen","28","AAA","MIN","","","2","","1383","","","868","",""
"1518","Grayson Moore","24","A+","CHC","","1126.1","4","","666","","1173","2133","","533"
"1519","Mason Morris","22","A","CIN","","1126.7","6","761","","523","905","2461","727","1383"
"1520","Maddox Long","25","CPX","DET","","","1","","","","","1127","",""
"1521","Keagan Gillies","28","AAA","BAL","","","2","","543","","","1712","",""
"1522","Tyler Renz","19","A","MIL","","1127.5","7","343","1843","174","750","2786","584","1413"
"1523","Luis Carias","21","A","LAD","","1127.9","7","544","1330","458","1061","2564","685","1254"
"1524","Tanner Jones","23","A+","KCR","","1128.7","7","726","1983","569","702","2213","574","1134"
"1525","Mason Nichols","23","A+","TBR","","1129.5","4","","","","706","2152","942","718"
"1526","Carlos Rodriguez","20","A","DET","","1130.0","3","","","845","","1563","","982"
"1527","Evan Truitt","23","A+","SEA","","1130.1","7","504","1892","426","541","2820","767","961"
"1528","Colin Barber","25","AAA","HOU","","","1","","","","","1131","",""
"1529","Matthew Becker","23","A","MIN","","","2","","","","","1559","703",""
"1530","Luke Johnson","24","A","WSN","","1132.1","7","753","1860","685","715","2582","507","823"
"1531","Victor Garcia","22","A","LAA","","","2","","91","","","2174","",""
"1532","Junior William","26","A+","TBR","","1132.4","4","","860","","1166","1952","","552"
"1533","Victor Juarez","23","AAA","COL","","1132.9","4","","1071","","953","1049","","1459"
"1534","Inohan Paniagua","26","A+","DET","","","2","","968","","","1300","",""
"1535","Erik Tolman","27","AAA","WSN","","","2","","891","","","1378","",""
"1536","Xavier Cardenas III","23","A+","MIA","","","1","","","","","1135","",""
"1537","Diego Guzman","22","A+","KCR","","","1","","","","","1136","",""
"1538","Leonardo Pestana","27","AAA","NYY","","","2","","772","","","1501","",""
"1539","Devin Kirby","26","A+","OAK","","1137.0","5","849","1706","","1148","1800","","182"
"1540","Mike Brosseau","32","MLB","SDP","","","1","","","","","1138","",""
"1541","Brian Walters","23","A","PHI","","1139.2","5","941","","735","1040","1886","","1094"
"1542","Cole Peschl","23","A+","MIN","","1139.4","4","","646","","932","2062","","918"
"1543","Rayven Antonio","20","A","ATL","","","2","","1009","","","1272","",""
"1544","Jayson Bass","20","A","MIN","","","1","","","","","1141","",""
"1545","Geury Rodriguez","21","A","TEX","","1141.3","3","","","","827","1893","","704"
"1546","Jose Bello","21","A","BOS","","1141.9","7","573","1896","471","915","2056","618","1464"
"1547","Spencer Bramwell","27","AAA","MIA","","","1","","","","","1142","",""
"1548","Troy Watson","29","AAA","DET","","1142.3","5","1032","1175","545","","1775","","1185"
"1549","Jorel Ortega","25","AA","MIN","","","1","","","","","1143","",""
"1550","Trey McGough","28","AAA","CHW","","","2","","730","","","1558","",""
"1551","Bryce Meccage","20","A+","MIL","","1143.8","5","814","1515","","1328","1370","692",""
"1552","Andrew Morones","25","AA","KCR","","1146.3","3","","1161","","1075","1203","",""
"1553","Will Johnston","25","AAA","ATH","","","2","","747","","","1549","",""
"1554","Jake Walkinshaw","29","AAA","MIA","","","2","","1273","","","1026","",""
"1555","Koen Moreno","24","AA","CHC","","1149.7","7","748","1667","453","738","2180","914","1348"
"1556","Jormy Nivar","23","A","TEX","","1150.1","7","922","1255","328","913","3155","558","920"
"1557","Luis Curvelo","25","MLB","TEX","","1150.7","3","","497","","1423","1532","",""
"1558","Nolan Sparks","23","A+","STL","","1151.0","6","711","1302","549","1134","2132","","1078"
"1559","Will Hynes","18","CPX","CLE","","","2","","","","","1779","","523"
"1560","Chris Williams","29","AAA","NYM","","","1","","","","","1152","",""
"1561","Jacob Heatherly","28","AA","CHW","","","2","","1050","","","1254","",""
"1562","Jordan Henriquez","22","A","CHC","","1152.0","4","904","","","598","2310","","796"
